"Taxon sort","UltrataxonID","Taxon Level","SpNo","TaxonID","Taxon name","Taxon scientific name","Family common name","Family scientific name","Order","Population","Australian conservation status","Taxonomic notes","v2 change","v2 change notes"
1597,"u","ssp",705,"u705g","Coastal New South Wales Australian Magpie","Gymnorhina tibicen tibicen","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1598,"u","ssp",705,"u705h","Southern Victoria Australian Magpie","Gymnorhina tibicen tyrannica","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)","Genus",
1599,,"sp",700,700,"Pied Butcherbird","Cracticus nigrogularis","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1600,"u","ssp",700,"u700a","Eastern Pied Butcherbird","Cracticus nigrogularis nigrogularis","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1601,"u","ssp",700,"u700b","Western Pied Butcherbird","Cracticus nigrogularis picatus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1602,,"sp",702,702,"Grey Butcherbird","Cracticus torquatus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1603,"u","ssp",702,"u702a","Top End Grey Butcherbird","Cracticus torquatus argenteus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1604,"u","ssp",702,"u702b","Tasmanian Grey Butcherbird","Cracticus torquatus cinereus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1605,"u","ssp",702,"u702c","South-eastern Grey Butcherbird","Cracticus torquatus torquatus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1606,"u","ssp",702,"u702d","Inland Grey Butcherbird","Cracticus torquatus leucopterus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1607,"u","ssp",702,"u702e","Kimberley Grey Butcherbird","Cracticus torquatus colletti","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1608,,"sp",704,704,"Black-backed Butcherbird","Cracticus mentalis","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Australian","Least concern",,,
1609,"u","ssp",704,"u704","Cape York Black-backed Butcherbird","Cracticus mentalis kempi","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1610,"u","sp",544,"u544","Masked Woodswallow","Artamus personatus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1611,"u","sp",545,"u545","White-browed Woodswallow","Artamus superciliosus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1612,,"sp",547,547,"Dusky Woodswallow","Artamus cyanopterus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1613,"u","ssp",547,"u547a","Eastern Dusky Woodswallow","Artamus cyanopterus cyanopterus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1614,"u","ssp",547,"u547b","South-western Dusky Woodswallow","Artamus cyanopterus perthi","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1615,,"sp",546,546,"Black-faced Woodswallow","Artamus cinereus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1616,"u","ssp",546,"u546a","South-western Black-faced Woodswallow","Artamus cinereus cinereus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1617,"u","ssp",546,"u546b","Central Queensland Coast Black-faced Woodswallow","Artamus cinereus dealbatus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1618,"u","ssp",546,"u546c","Inland Black-faced Woodswallow","Artamus cinereus melanops","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1619,"u","ssp",546,"u546d","Cape York Black-faced Woodswallow","Artamus cinereus normani","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1620,,"sp",548,548,"Little Woodswallow","Artamus minor","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern",,,
1621,"u","ssp",548,"u548a","Northern Little Woodswallow","Artamus minor derbyi","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1622,"u","ssp",548,"u548b","Western Little Woodswallow","Artamus minor minor","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1623,,"sp",543,543,"White-breasted Woodswallow","Artamus leucorynchus","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Australian","Least concern",,,
1624,"u","ssp",543,"u543","Torresian White-breasted Woodswallow","Artamus leucorynchus leucopygialis","Woodswallows, Currawongs, Butcherbirds and Magpie","Artamidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1625,,"sp",673,673,"Spangled Drongo","Dicrurus bracteatus","Drongos","Dicruridae","Passeriformes","Australian","Least concern",,,
1626,"u","ssp",673,"u673a","North-eastern Spangled Drongo","Dicrurus bracteatus atrabectus","Drongos","Dicruridae","Passeriformes","Endemic (breeding only)","Least concern","Subspecies from Schodde and Mason (1999)",,
1627,"u","ssp",673,"u673b","North-western Spangled Drongo","Dicrurus bracteatus baileyi","Drongos","Dicruridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1628,"u","ssp",673,"u673c","Southern Spangled Drongo","Dicrurus bracteatus bracteatus","Drongos","Dicruridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1629,"u","ssp",673,"u673d","Papuan Spangled Drongo","Dicrurus bracteatus carbonarius","Drongos","Dicruridae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1630,,"sp",363,363,"Northern Fantail","Rhipidura rufiventris","Fantails","Rhipiduridae","Passeriformes","Australian","Least concern",,,
1631,"u","ssp",363,"u363a","Papuan Northern Fantail","Rhipidura rufiventris gularis","Fantails","Rhipiduridae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1632,"u","ssp",363,"u363b","Australian Northern Fantail","Rhipidura rufiventris isura","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1633,,"sp",364,364,"Willie Wagtail","Rhipidura leucophrys","Fantails","Rhipiduridae","Passeriformes","Australian","Least concern",,,
1634,"u","ssp",364,"u364a","Southern Willie Wagtail","Rhipidura leucophrys leucophrys","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1635,"u","ssp",364,"u364b","Papuan Willie Wagtail","Rhipidura leucophrys melaleuca","Fantails","Rhipiduridae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1636,"u","ssp",364,"u364c","Northern Willie Wagtail","Rhipidura leucophrys picata","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1637,,"sp",362,362,"Rufous Fantail","Rhipidura rufifrons","Fantails","Rhipiduridae","Passeriformes","Australian","Least concern","[BLI Taxonomic note; Rhipidura rufifrons (Sibley and Monroe 1990, 1993; Christidis and Boles 1994) has been split into R. rufifrons and R. dryas by Christidis and Boles (2008) but this treatment is not followed by the BirdLife Taxonomic Working Group because the evidence presented by the authors and the cited source Boles (2006) is inconclusive both morphologically and geographically.]",,
1638,"u","ssp",362,"u362a","Arafura Rufous Fantail","Rhipidura rufifrons dryas","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999) although treated as a separate species in that text. [BLI Taxonomic note; Rhipidura rufifrons (Sibley and Monroe 1990, 1993; Christidis and Boles 1994) has been split into R. rufifrons and R. dryas by Christidis and Boles (2008) but this treatment is not followed by the BirdLife Taxonomic Working Group because the evidence presented by the authors and the cited source Boles (2006) is inconclusive both morphologically and geographically.]",,
1639,"u","ssp",362,"u362b","North-eastern Rufous Fantail","Rhipidura rufifrons intermedia","Fantails","Rhipiduridae","Passeriformes","Endemic (breeding only)","Least concern","Subspecies from Schodde and Mason (1999)",,
1640,"u","ssp",362,"u362c","Southern Rufous Fantail","Rhipidura rufifrons rufifrons","Fantails","Rhipiduridae","Passeriformes","Endemic (breeding only)","Least concern","Subspecies from Schodde and Mason (1999)",,
1641,"u","sp",826,"u826","Mangrove Grey Fantail","Rhipidura phasiana","Fantails","Rhipiduridae","Passeriformes","Australian","Least concern",,,
1642,,"sp",361,361,"Grey Fantail","Rhipidura fuliginosa","Fantails","Rhipiduridae","Passeriformes","Australian","Least concern","[BLI Taxonomic note; Rhipidura fuliginosa (Sibley and Monroe 1990, 1993; Turbott 1990; Christidis and Boles 1994) has been split into R. fuliginosa and R. albiscapa by Christidis and Boles (2008) but this treatment is not followed by the BirdLife Taxonomic Working Group (BTWG) because the split is described as tentative and the split fuliginosa shares most of its plumage characteristics with one or other subspecies of albiscapa.]",,
1643,"u","ssp",361,"u361a","Inland Grey Fantail","Rhipidura fuliginosa albicauda","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1644,"u","ssp",361,"u361b","Tasmanian Grey Fantail","Rhipidura fuliginosa albiscapa","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1645,"u","ssp",361,"u361c","South-eastern Grey Fantail","Rhipidura fuliginosa alisteri","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1646,"u","ssp",361,"u361d","Lord Howe Grey Fantail","Rhipidura fuliginosa cervina","Fantails","Rhipiduridae","Passeriformes","Extinct, Endemic","Extinct","Subspecies from Schodde and Mason (1999). [BLI Taxonomic note; Rhipidura fuliginosa (Sibley and Monroe 1990, 1993; Turbott 1990; Christidis and Boles 1994) has been split into R. fuliginosa and R. albiscapa by Christidis and Boles (2008) but this treatment is not followed by the BirdLife Taxonomic Working Group (BTWG) because the split is described as tentative and the split fuliginosa shares most of its plumage characteristics with one or other subspecies of albiscapa.]",,
1647,"u","ssp",361,"u361e","North-eastern Grey Fantail","Rhipidura fuliginosa keasti","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1648,"u","ssp",361,"u361f","Norfolk Island Grey Fantail","Rhipidura fuliginosa pelzelni","Fantails","Rhipiduridae","Passeriformes","Endemic","Near threatened","Subspecies from Schodde and Mason (1999)",,
1649,"u","ssp",361,"u361g","South-western Grey Fantail","Rhipidura fuliginosa preissi","Fantails","Rhipiduridae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1650,"u","sp",9919,"u9919","Tiger Shrike","Lanius tigrinus","Shrikes","Laniidae","Passeriformes","Vagrant","Vagrant",,,
1651,,"sp",734,734,"Brown Shrike","Lanius cristatus","Shrikes","Laniidae","Passeriformes","Vagrant","Vagrant",,,
1652,"u","ssp",734,"u734","Brown Shrike (ssp.)","Lanius cristatus ssp.","Shrikes","Laniidae","Passeriformes","Vagrant","Vagrant","Subspecies occurring in Australia uncertain but likely to be superciliosus or confusus (Higgins et al. 2006).",,
1653,"u","sp",9952,"u9952","Black-billed Magpie","Pica pica","Crows and Ravens","Corvidae","Passeriformes","Vagrant","Vagrant",,,
1654,,"sp",692,692,"Torresian Crow","Corvus orru","Crows and Ravens","Corvidae","Passeriformes","Australian","Least concern",,,
1655,"u","ssp",692,"u692a","Australian Torresian Crow","Corvus orru cecilae","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1656,"u","ssp",692,"u692b","Papuan Torresian Crow","Corvus orru orru","Crows and Ravens","Corvidae","Passeriformes","Australian","Least concern","Subspecies from Schodde and Mason (1999)",,
1657,"u","sp",691,"u691","Little Crow","Corvus bennetti","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern",,,
1658,"u","sp",954,"u954","Little Raven","Corvus mellori","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern",,,
1659,,"sp",868,868,"Forest Raven","Corvus tasmanicus","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern",,,
1660,"u","ssp",868,"u868a","New England Forest Raven","Corvus tasmanicus boreus","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1661,"u","ssp",868,"u868b","Southern Forest Raven","Corvus tasmanicus tasmanicus","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1662,,"sp",930,930,"Australian Raven","Corvus coronoides","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern",,,
1663,"u","ssp",930,"u930a","Eastern Australian Raven","Corvus coronoides coronoides","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1664,"u","ssp",930,"u930b","Western Australian Raven","Corvus coronoides perplexus","Crows and Ravens","Corvidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1665,,"sp",867,867,"House Crow","Corvus splendens","Crows and Ravens","Corvidae","Passeriformes","Vagrant","Vagrant",,,
1666,"u","ssp",867,"u867","House Crow (ssp.)","Corvus splendens ssp.","Crows and Ravens","Corvidae","Passeriformes","Vagrant","Vagrant","Subspecies of ship-borne vagrants in Australia unknown (Higgins et al. 2006) ",,
1667,,"sp",365,365,"Leaden Flycatcher","Myiagra rubecula","Monarch and Flycatchers","Monarchidae","Passeriformes","Australian","Least concern",,,
1668,"u","ssp",365,"u365a","North-western Leaden Flycatcher","Myiagra rubecula concinna","Monarch and Flycatchers","Monarchidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
1669,"u","ssp",365,"u365b","Cape York Leaden Flycatcher","Myiagra rubecula okyri","Monarch and Flycatchers","Monarchidae","Passeriformes","Endemic","Least concern","Subspecies from Schodde and Mason (1999)",,
